,World Port Index Number,Region Name,Main Port Name,Country Code,World Water Body,Sailing Direction or Publication,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Harbor Size,Harbor Type,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Good Holding Ground,Communications - Telephone,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Medical Facilities,Garbage Disposal,Dirty Ballast Disposal,Cranes - Mobile,Lifts - 0-24 Tons,Services - Longshoremen,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Latitude,Longitude
1791,48050.0,Egypt Red Sea -- 47950,El Ismailiya,Egypt,Suez Canal; Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,2.0,18.6,11.0,1.8,0.0,Small,Canal or Lake,Excellent,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,III,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,30.583333,32.283333
1792,48298.0,Qatar -- 48285,Al Shaheen Terminal,Qatar,Persian Gulf; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,0.0,0.0,23.2,0.0,23.2,Very Small,Open Roadstead,,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,IX,Yes,Unknown,Yes,No,No,Unknown,Unknown,Unknown,No,No,No,Unknown,,26.583333,52.0
1793,51630.0,Brunei -- 51610,Bandar Seri Begawan,Brunei,South China Sea; North Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,5.0,4.9,11.0,4.9,4.9,Small,River (Natural),Good,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,XI,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Limited,4.883333,114.883333
1794,51690.0,Sabah -- 51650,Kota Kinabalu,Malaysia,South China Sea; North Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,1.0,7.9,15.5,9.4,6.4,Medium,Coastal (Natural),Fair,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,XI,Yes,Yes,Yes,No,No,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,5.983333,116.066667
1795,51710.0,Sabah -- 51650,Kudat,Malaysia,South China Sea; North Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,2.0,11.0,11.0,6.4,0.0,Very Small,Open Roadstead,Fair,No,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,XI,Yes,Unknown,Yes,Yes,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,6.883333,116.85
1796,51730.0,Sabah -- 51650,Lahad Datu,Malaysia,Celebes Sea; North Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,2.0,9.4,23.2,3.4,9.4,Very Small,Coastal (Natural),Good,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,XI,Yes,Unknown,Yes,No,No,No,No,Yes,Unknown,Yes,Yes,Unknown,,5.016667,118.316667
1797,52220.0,Sulawesi -- 51970,Luwuk,Indonesia,Banda Sea; South Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,0.0,6.4,23.2,6.4,6.4,Very Small,Open Roadstead,Good,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Emergency Only,-0.95,122.8
1798,52680.0,Seram -- 52650,Bula,Indonesia,Ceram Sea; Banda Sea; South Pacific Ocean,Sailing Directions Pub. 164 (Enroute) - New Guinea,1.0,11.0,21.6,9.4,0.0,Very Small,Open Roadstead,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,XI,Yes,Unknown,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,-3.1,130.5
1799,53010.0,New Guinea West Coast - Irian Jaya -- 52900,Manokwari Road,Indonesia,Teluk Cenderawasih; South Pacific Ocean,Sailing Directions Pub. 164 (Enroute) - New Guinea,1.0,9.4,23.2,3.4,0.0,Very Small,Coastal (Natural),Good,No,No,No,No,Unknown,No,Yes,Yes,Yes,Yes,Unknown,XI,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,No,Limited,-0.866667,134.083333
1800,61378.0,Japan -- 61100,Katsunan Ko,Japan,North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,9.0,11.0,14.0,11.0,9.4,Small,Coastal (Breakwater),Good,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,XI,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,35.666667,139.983333
1801,61379.0,Japan -- 61100,Funabashi,Japan,North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,3.0,11.0,12.5,9.4,0.0,Very Small,Coastal (Breakwater),Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,XI,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,35.666667,139.95
1802,61465.0,Japan -- 61100,Mikawa,Japan,North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,8.0,11.0,6.4,11.0,0.0,Large,Coastal (Breakwater),Good,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,XI,Yes,Unknown,Yes,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,34.716667,137.3
1803,53133.0,New Guinea West Coast - Irian Jaya -- 52900,Jayapura,Indonesia,South Pacific Ocean,Sailing Directions Pub. 164 (Enroute) - New Guinea,1.0,3.4,23.2,11.0,9.4,Small,Coastal (Natural),Good,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,XI,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Limited,-2.533333,140.716667
1804,55110.0,New Zealand N Island -- 54990,Gisborne,New Zealand,South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,1.0,9.4,20.1,9.4,9.4,Small,River (Basins),Good,No,Yes,No,Yes,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,XIV,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Limited,-38.666667,178.033333
1805,55550.0,Fiji -- 55510,Levuka,Fiji,South Pacific Ocean,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,1.0,18.6,23.2,7.9,7.9,Small,Coastal (Natural),Good,No,No,No,Yes,No,Yes,Unknown,Yes,Unknown,Yes,Unknown,XIV,Yes,Unknown,Yes,Yes,No,No,No,Yes,Unknown,Yes,Unknown,Yes,Limited,-17.683333,178.833333
1806,55556.0,Fiji -- 55510,Malai,Fiji,South Pacific Ocean,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,2.0,9.4,15.5,11.0,11.0,Very Small,Coastal (Breakwater),Good,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,XIV,Yes,Yes,Yes,Yes,No,Unknown,Yes,Unknown,Yes,No,No,Unknown,Limited,-16.35,179.366667
1807,57775.0,China -- 57740,Lon Shui Terminal,China,South China Sea; North Pacific Ocean,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,0.0,23.2,0.0,0.0,23.2,Large,Open Roadstead,Poor,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,XI,Yes,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,,20.833333,115.683333
1808,57818.0,China -- 57815,Chiwan,China,Gulf of Tonkin; South China Sea; North Pacific Ocean,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,2.0,9.4,3.4,3.4,4.9,Very Small,Coastal (Breakwater),Fair,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,19.966667,110.033333
1809,57920.0,Taiwan -- 57880,Kao-Hsiung,Taiwan,South China Sea; North Pacific Ocean,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,1.0,11.0,20.1,7.9,9.4,Medium,Coastal (Breakwater),Fair,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,XI,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Moderate,22.616667,120.25
1810,58070.0,Philippine Islands -- 57960,Hondagua,Philippines,Philippine inland seas; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,5.0,17.1,17.1,11.0,0.0,Very Small,Open Roadstead,Fair,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,XI,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Emergency Only,13.95,122.233333
1811,61205.0,Japan -- 61100,Esasi Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,2.0,11.0,15.5,1.8,0.0,Very Small,Coastal (Breakwater),Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,XI,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,41.866667,140.116667
1812,61232.0,Japan -- 61100,Isikari Wan,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,0.0,7.9,11.0,6.4,6.4,Very Small,Coastal (Breakwater),Fair,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,XI,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,No,No,,43.233333,141.366667
1813,2380.0,Ottawa River -- 2270,Grenville,Canada,Lake Ontario; Great Lakes,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,0.0,1.8,1.8,1.8,0.0,Very Small,River (Natural),Excellent,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45.633333,-74.6
1814,61571.0,Japan -- 61100,O0kihama,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,1.0,9.4,0.0,6.4,6.4,Very Small,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,34.75,134.566667
1815,61595.0,Japan -- 61100,Mizushima Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,3.0,14.0,20.1,17.1,17.1,Medium,Coastal (Natural),Good,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,34.5,133.75
1816,61650.0,Japan -- 61100,Hiroshima,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,4.0,7.9,17.1,11.0,15.5,Medium,Open Roadstead,Fair,No,No,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,34.35,132.466667
1817,61664.0,Japan -- 61100,Namikata,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,4.0,23.2,0.0,0.0,21.6,Very Small,Open Roadstead,Poor,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,,34.116667,132.9
1818,61675.0,Japan -- 61100,Kudamatsu,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,3.0,7.9,9.4,7.9,18.6,Small,Coastal (Natural),Good,No,No,No,Yes,Yes,No,Unknown,Unknown,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,34.0,131.866667
1819,61695.0,Japan -- 61100,Hikari,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,0.0,12.5,0.0,11.0,0.0,Small,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Yes,Unknown,Yes,XI,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,33.95,131.933333
1820,61805.0,Japan -- 61100,Fukui,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,1.0,7.9,11.0,6.4,23.2,Very Small,Open Roadstead,Poor,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,,36.066667,136.2
1821,61932.0,Japan -- 61100,Mega,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,2.0,14.0,0.0,11.0,18.6,Very Small,Coastal (Breakwater),Excellent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,34.783333,134.7
1822,61935.0,Japan -- 61100,Hannan Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,2.0,11.0,17.1,11.0,9.4,Small,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,XI,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,34.466667,135.35
1823,61970.0,Japan -- 61100,Kochi Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,2.0,7.9,7.9,11.0,0.0,Medium,Coastal (Natural),Poor,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,XI,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,33.5,133.566667
1824,62100.0,Japan -- 61100,Marugame Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,6.0,11.0,0.0,9.4,0.0,Very Small,Coastal (Breakwater),Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,XI,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,34.3,133.783333
1825,62430.0,Japan -- 61100,Hakata,Japan,Korea Strait; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,2.0,14.0,12.5,14.0,4.9,Medium,Coastal (Breakwater),Good,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,33.6,130.4
1826,2320.0,Ottawa River -- 2270,Hudson,Canada,Lake Ontario; Great Lakes,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,0.0,1.8,1.8,1.8,0.0,Very Small,River (Natural),Excellent,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45.466667,-74.133333
1827,62500.0,Nansei Shoto -- 62470,Naha Ko,Japan,East China Sea; North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,2.0,12.5,12.5,14.0,6.4,Small,Coastal (Breakwater),Good,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,XI,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,26.216667,127.683333
1828,62630.0,Russia -- 62530,Nikol Skoye,Russia,North Pacific Ocean,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia,4.0,12.5,11.0,0.0,0.0,Very Small,Coastal (Natural),Poor,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Emergency Only,55.2,165.983333
1829,34770.0,Wales -- 34710,Holyhead,United Kingdom,Irish Sea; North Atlantic Ocean,Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,5.0,3.4,11.0,12.5,0.0,Small,Coastal (Breakwater),Good,No,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,I,Yes,Unknown,Yes,Yes,No,Yes,Unknown,No,Yes,Yes,Yes,Yes,Moderate,53.316667,-4.633333
1830,35100.0,England SW Coast -- 35030,Bridgwater,United Kingdom,Bristol Channel; North Atlantic Ocean,Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,9.0,1.8,6.4,9.4,0.0,Very Small,River (Natural),Good,Yes,No,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,I,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Moderate,51.133333,-3.0
1831,35440.0,England South Coast -- 35220,Bridport Harbour,United Kingdom,English Channel; North Atlantic Ocean,Sailing Directions Pub. 191 (Enroute) - English Channel,4.0,0.0,11.0,1.8,0.0,Very Small,Coastal (Breakwater),Poor,Yes,No,No,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,I,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,50.716667,-2.766667
1832,35860.0,France NW Coast -- 35720,Honfleur,France,English Channel; North Atlantic Ocean,Sailing Directions Pub. 191 (Enroute) - English Channel,7.0,3.4,12.5,7.9,9.4,Very Small,River (Tide Gates),Good,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,I,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Moderate,49.416667,0.216667
1833,35980.0,Channel Islands -- 35970,Alderney Harbour,Guernsey,English Channel; North Atlantic Ocean,Sailing Directions Pub. 191 (Enroute) - English Channel,6.0,3.4,14.0,4.9,4.9,Very Small,Coastal (Breakwater),Fair,Yes,Yes,No,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Unknown,I,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,49.733333,-2.2
1834,36110.0,France NW Coast Cont -- 36060,Granville,France,English Channel; North Atlantic Ocean,Sailing Directions Pub. 191 (Enroute) - English Channel,11.0,0.0,6.4,7.9,0.0,Very Small,Coastal (Tide Gates),Fair,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,48.833333,-1.6
1835,36960.0,France West Coast -- 36450,Les Sables D' Olonne,France,Bay of Biscay; North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,11.0,6.4,7.9,6.4,0.0,Medium,River (Basins),Fair,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,II,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,46.5,-1.8
1836,25360.0,Sweden Cont -- 24975,Gustavsberg,Sweden,Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part),0.0,3.4,11.0,3.4,0.0,Very Small,Coastal (Natural),Excellent,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,59.316667,18.383333
1837,26430.0,Sweden Cont -- 24975,Bollstabruk,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,9.4,4.9,0.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,I,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63.0,17.7
1838,27090.0,Sweden Cont -- 24975,Kagehamn,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,7.9,4.9,0.0,Very Small,Coastal (Natural),Good,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,I,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,64.833333,21.033333
1839,29220.0,Sjaelland -- 29150,Koge,Denmark,Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part),0.0,4.9,6.4,6.4,6.4,Very Small,Coastal (Breakwater),Good,No,No,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,I,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,55.45,12.2
1840,42490.0,Greece East Coast -- 42010,Miliana,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,23.2,23.2,0.0,0.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,III,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,39.166667,23.216667
1841,30695.0,Germany -- 30650,Busum,Germany,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,3.0,6.4,1.8,1.8,0.0,Very Small,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Limited,54.133333,8.866667
1842,30960.0,Germany -- 30650,Leer,Germany,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,2.0,3.4,7.9,3.4,0.0,Very Small,River (Tide Gates),Good,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,I,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,53.233333,7.45
1843,31506.0,England East Coast -- 31330,Colchester,United Kingdom,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,3.0,1.8,4.9,0.0,0.0,Very Small,River (Natural),Good,No,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,I,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Limited,51.883333,0.916667
1844,31665.0,England East Coast -- 31330,Howdendyke,United Kingdom,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,0.0,3.4,4.9,0.0,0.0,Very Small,River (Natural),Fair,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,53.733333,-0.883333
1845,31740.0,England East Coast -- 31330,Hartlepool,United Kingdom,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,3.0,15.5,7.9,6.4,6.4,Small,Coastal (Tide Gates),Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,I,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,54.7,-1.183333
1846,56010.0,Iles Marquises -- 56000,Atuona,French Polynesia,South Pacific Ocean,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,0.9,12.5,9.4,0.0,0.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,No,Yes,Unknown,Yes,Unknown,Unknown,Unknown,XIV,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,No,No,Unknown,-9.816667,-139.033333
1847,31880.0,Scotland East Coast -- 31870,Eyemouth,United Kingdom,North Sea; North Atlantic Ocean,Sailing Directions Pub. 192 (Enroute) - North Sea,13.0,4.9,3.4,1.8,0.0,Very Small,River (Natural),Good,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,I,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Emergency Only,55.866667,-2.083333
1848,32420.0,Orkney Islands -- 32390,Kettletoft,United Kingdom,North Sea; North Atlantic Ocean,Sailing Directions Pub. 141 (Enroute) - Scotland,7.0,0.0,1.8,1.8,0.0,Very Small,Coastal (Natural),Poor,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,I,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,59.233333,-2.6
